JrId,JournalTitle,MedAbbr,ISSN (Print),ISSN (Online),IsoAbbr,NlmId
247,Administration in social work,Adm Soc Work,0364-3107,1544-4376,Adm Soc Work,7800009
248,Addictive diseases,Addict Dis,0094-0267,,Addict Dis,0425064
249,Administrative science quarterly,Adm Sci Q,0001-8392,,Adm Sci Q,0240207
250,Adolescence,Adolescence,0001-8449,,Adolescence,0123667
251,Adult education,Adult Educ,0001-8481,,Adult Educ,9877760
252,"Advances in anatomy, embryology, and cell biology",Adv Anat Embryol Cell Biol,0301-5556,,Adv Anat Embryol Cell Biol,0407712
253,Advances in applied microbiology,Adv Appl Microbiol,0065-2164,,Adv Appl Microbiol,0370413
254,Administration in mental health,Adm Ment Health,0090-1180,,Adm Ment Health,0361564
255,Advances in biochemical psychopharmacology,Adv Biochem Psychopharmacol,0065-2229,,Adv Biochem Psychopharmacol,0211233
256,Advances in biological and medical physics,Adv Biol Med Phys,0065-2245,,Adv Biol Med Phys,0370414
257,"Lifelong learning, the adult years",Lifelong Learn Adult Years,0148-2165,,Lifelong Learn Adult Years,9877808
258,Advances in biochemical engineering/biotechnology,Adv Biochem Eng Biotechnol,0724-6145,1616-8542,Adv Biochem Eng Biotechnol,8307733
259,Advances in biology of skin,Adv Biol Skin,0065-2253,,Adv Biol Skin,0426664
260,Advances in biomedical engineering and medical physics,Adv Biomed Eng Med Phys,0065-2261,,Adv Biomed Eng Med Phys,7611904
261,Advances in biophysics,Adv Biophys,0065-227X,1873-4618,Adv Biophys,0262476
262,Advances in cancer research,Adv Cancer Res,0065-230X,2162-5557,Adv Cancer Res,0370416
263,Advances in carbohydrate chemistry and biochemistry,Adv Carbohydr Chem Biochem,0065-2318,2162-5530,Adv Carbohydr Chem Biochem,0240537
264,Advances in cardiology,Adv Cardiol,0065-2326,1662-2839,Adv Cardiol,0270063
265,Advances in cardiopulmonary diseases,Adv Cardiopulm Dis,0065-2334,,Adv Cardiopulm Dis,14630130R
266,Advances in cell biology,Adv Cell Biol,0065-2369,,Adv Cell Biol,0235424
267,Advances in chemotherapy,Adv Chemother,0567-9877,,Adv Chemother,0236562
268,Advances in child development and behavior,Adv Child Dev Behav,0065-2407,,Adv Child Dev Behav,0370417
269,Advances in contraception,Adv Contracept,0267-4874,,Adv Contracept,8607435
270,Advances in chromatography,Adv Chromatogr,0065-2415,,Adv Chromatogr,0121020
271,Advances in clinical chemistry,Adv Clin Chem,0065-2423,2162-9471,Adv Clin Chem,2985173R
272,Advances in clinical pharmacology,Adv Clin Pharmacol,0303-2671,,Adv Clin Pharmacol,0430232
273,Advances in comparative physiology and biochemistry,Adv Comp Physiol Biochem,0065-244X,,Adv Comp Physiol Biochem,0370422
274,Advances in cyclic nucleotide and protein phosphorylation research,Adv Cyclic Nucleotide Protein Phosphorylation Res,0747-7767,,Adv Cyclic Nucleotide Protein Phosphorylation Res,8404639
275,Advances in cyclic nucleotide research,Adv Cyclic Nucleotide Res,0084-5930,,Adv Cyclic Nucleotide Res,0341362
276,Advances in cytopharmacology,Adv Cytopharmacol,0084-5949,,Adv Cytopharmacol,1301733
277,Advances in drug research,Adv Drug Res,0065-2490,,Adv Drug Res,0040021
278,Advances in enzyme regulation,Adv Enzyme Regul,0065-2571,1873-2437,Adv Enzyme Regul,0044263
279,Advances in enzymology and related areas of molecular biology,Adv Enzymol Relat Areas Mol Biol,0065-258X,1934-4694,Adv Enzymol Relat Areas Mol Biol,0337243
280,Advances in experimental medicine and biology,Adv Exp Med Biol,0065-2598,2214-8019,Adv Exp Med Biol,0121103
281,Advances in fluorine research and dental caries prevention,Adv Fluorine Res,0567-994X,,Adv Fluorine Res,14630160R
282,Advances in health economics and health services research,Adv Health Econ Health Serv Res,0731-2199,,Adv Health Econ Health Serv Res,8206631
283,Aktuelle Traumatologie,Aktuelle Traumatol,0044-6173,,Aktuelle Traumatol,0421405
284,Advances in food research,Adv Food Res,0065-2628,,Adv Food Res,0370423
285,Advances in immunity and cancer therapy,Adv Immun Cancer Ther,0178-2134,,Adv Immun Cancer Ther,8601071
286,Advances in genetics,Adv Genet,0065-2660,,Adv Genet,0370421
287,Advances in gerontological research,Adv Gerontol Res,0065-2709,,Adv Gerontol Res,0436264
288,Advances in nutritional research,Adv Nutr Res,0149-9483,,Adv Nutr Res,7802764
289,Advances in heterocyclic chemistry,Adv Heterocycl Chem,0065-2725,1557-8429,Adv Heterocycl Chem,0370424
290,Advances in human genetics,Adv Hum Genet,0065-275X,,Adv Hum Genet,1256347
291,Advances in immunology,Adv Immunol,0065-2776,1557-8445,Adv Immunol,0370425
292,Advances in inorganic biochemistry,Adv Inorg Biochem,0190-0218,,Adv Inorg Biochem,7909203
293,Advances in internal medicine,Adv Intern Med,0065-2822,,Adv Intern Med,0370427
294,Advances in lipid research,Adv Lipid Res,0065-2849,,Adv Lipid Res,0000262
295,Advances in metabolic disorders,Adv Metab Disord,0065-2903,,Adv Metab Disord,0370430
296,Advances in microbial physiology,Adv Microb Physiol,0065-2911,2162-5468,Adv Microb Physiol,0117147
297,Advances in nephrology from the Necker Hospital,Adv Nephrol Necker Hosp,0084-5957,,Adv Nephrol Necker Hosp,0311622
298,Advances in morphogenesis,Adv Morphog,0065-2962,,Adv Morphog,7611906
299,Advances in neurology,Adv Neurol,0091-3952,,Adv Neurol,0367524
300,Shinkei kenkyu no shimpo. Advances in neurological sciences,Shinkei Kenkyu No Shimpo,0001-8724,,Shinkei Kenkyu No Shimpo,0067457
301,Advances in alcohol & substance abuse,Adv Alcohol Subst Abuse,0270-3106,,Adv Alcohol Subst Abuse,8107172
302,Advances in ophthalmology = Fortschritte der Augenheilkunde = Progres en ophtalmologie,Adv Ophthalmol,0065-3004,,Adv Ophthalmol,0263212
303,Advances in oral biology,Adv Oral Biol,0065-3020,,Adv Oral Biol,0000261
304,Advances in oto-rhino-laryngology,Adv Otorhinolaryngol,0065-3071,1662-2847,Adv Otorhinolaryngol,0242534
305,Advances in prostaglandin and thromboxane research,Adv Prostaglandin Thromboxane Res,0361-5952,,Adv Prostaglandin Thromboxane Res,7610366
306,Advances in parasitology,Adv Parasitol,0065-308X,2163-6079,Adv Parasitol,0370435
307,Advances in pathobiology,Adv Pathobiol,0099-1147,,Adv Pathobiol,7511090
308,Advances in pediatrics,Adv Pediatr,0065-3101,1878-1926,Adv Pediatr,0370436
309,Advances in pest control research,Adv Pest Control Res,0568-0107,,Adv Pest Control Res,14640020R
310,Advances in pharmaceutical sciences,Adv Pharm Sci,0065-3136,,Adv Pharm Sci,0040024
312,Advances in pharmacology and chemotherapy,Adv Pharmacol Chemother,0065-3144,,Adv Pharmacol Chemother,0237113
313,Adverse drug reactions and acute poisoning reviews,Adverse Drug React Acute Poisoning Rev,0260-647X,,Adverse Drug React Acute Poisoning Rev,8217118
314,Advances in protein chemistry,Adv Protein Chem,0065-3233,1557-8941,Adv Protein Chem,0116732
315,"Advances in prostaglandin, thromboxane, and leukotriene research",Adv Prostaglandin Thromboxane Leukot Res,0732-8141,,Adv Prostaglandin Thromboxane Leukot Res,8211444
316,Advances in psychobiology,Adv Psychobiol,0065-3241,,Adv Psychobiol,0337407
317,Advances in psychosomatic medicine,Adv Psychosom Med,0065-3268,1662-2855,Adv Psychosom Med,0101303
318,Advancement of science,Adv Sci,0001-866X,,Adv Sci,0370412
319,Advances in steroid biochemistry and pharmacology,Adv Steroid Biochem Pharmacol,0065-339X,,Adv Steroid Biochem Pharmacol,1251746
320,Advances in surgery,Adv Surg,0065-3411,1878-0555,Adv Surg,0045335
321,Advances in reproductive physiology,Adv Reprod Physiol,0065-3322,,Adv Reprod Physiol,7513188
322,Advances in tracer methodology,Adv Tracer Methodol,0065-3497,,Adv Tracer Methodol,14640050R
323,Advances in sex hormone research,Adv Sex Horm Res,0098-0137,,Adv Sex Horm Res,7504908
324,Advances in socio-dental research,Adv Sociodent Res,0092-9816,,Adv Sociodent Res,0410245
325,Advances in tuberculosis research. Fortschritte der Tuberkuloseforschung. Progres de l'exploration de la tuberculose,Adv Tuberc Res,0065-3500,,Adv Tuberc Res,0347575
326,Advances in veterinary science and comparative medicine,Adv Vet Sci Comp Med,0065-3519,,Adv Vet Sci Comp Med,0216540
327,Advances in shock research,Adv Shock Res,0195-878X,,Adv Shock Res,7908298
328,Advances in virus research,Adv Virus Res,0065-3527,1557-8399,Adv Virus Res,0370441
329,Aeromedical reviews,Aeromed Rev,0065-3683,,Aeromed Rev,0373063
330,Aerospace medicine,Aerosp Med,0001-9402,,Aerosp Med,7501696
331,Arztliche Forschung,Arztl Forsch,0001-9496,,Arztl Forsch,7611907
332,Arztliche Jugendkunde,Arztl Jugendkd,0001-9518,,Arztl Jugendkd,0370444
333,Asthetische Medizin,Asthet Med (Berl),0400-6755,,Asthet Med (Berl),0253745
334,Aesthetic plastic surgery,Aesthetic Plast Surg,0364-216X,1432-5241,Aesthetic Plast Surg,7701756
335,The AFL-CIO American federationist. AFL-CIO,AFL CIO Am Fed,0149-2489,,AFL CIO Am Fed,9877748
336,The African journal of medical sciences,Afr J Med Sci,0002-0028,,Afr J Med Sci,7611908
337,Aging & leisure living,Aging Leis Living,0194-455X,,Aging Leis Living,7910857
338,Age and ageing,Age Ageing,0002-0729,1468-2834,Age Ageing,0375655
339,Aging,Aging,0002-0966,,Aging,0050677
340,Agents and actions,Agents Actions,0065-4299,,Agents Actions,0213341
341,Aggiornamenti clinicoterapeutici,Aggiorn Clinico Ter,0002-0907,,Aggiorn Clinico Ter,0376310
342,Agents and actions. Supplements,Agents Actions Suppl,0379-0363,,Agents Actions Suppl,7801014
343,"Die Agnes Karll-Schwester, der Krankenpfleger",Agnes Karll Schwest Krankenpfleger,0944-9175,,Agnes Karll Schwest Krankenpfleger,0321470
344,Agressologie,Agressologie,0002-1148,,Agressologie,0121575
345,Aichi Gakuin Daigaku Shigakkai shi,Aichi Gakuin Daigaku Shigakkai Shi,0044-6912,,Aichi Gakuin Daigaku Shigakkai Shi,7501066
346,Archives of interamerican rheumatology,Arch Interam Rheumatol,,,Arch Interam Rheumatol,0253226
347,Air and water pollution,Air Water Pollut,0568-3408,,Air Water Pollut,0101051
348,Aktuelle Gerontologie,Aktuelle Gerontol,0300-5704,,Aktuelle Gerontol,0421403
349,Aktuelle Oto-Rhino-Laryngologie,Aktuelle Otorhinolaryngol,0065-5570,,Aktuelle Otorhinolaryngol,0177222
350,American journal of otolaryngology,Am J Otolaryngol,0196-0709,1532-818X,Am J Otolaryngol,8000029
351,Aktuelle Probleme in der Chirurgie,Aktuelle Probl Chir,0065-5589,,Aktuelle Probl Chir,0267464
352,Aktuelle Probleme in Chirurgie und Orthopadie,Aktuelle Probl Chir Orthop,0378-8504,,Aktuelle Probl Chir Orthop,7705398
353,Adolescent psychiatry,Adolesc Psychiatry,0065-2008,,Adolesc Psychiatry,1302147
354,Akusherstvo i ginekologiia,Akush Ginekol (Mosk),0300-9092,2412-5679,Akush Ginekol (Mosk),0370456
355,Akusherstvo i ginekologiia,Akush Ginekol (Sofiia),0324-0959,,Akush Ginekol (Sofiia),0370455
356,The Alabama journal of medical sciences,Ala J Med Sci,0002-4252,,Ala J Med Sci,0376521
357,Brain & development,Brain Dev,0387-7604,1872-7131,Brain Dev,7909235
358,The Alabama nurse,Ala Nurse,0002-4317,,Ala Nurse,14720150R
359,American College of Physicians observer,Am Coll Physicians Obs,0279-9529,,Am Coll Physicians Obs,8102266
360,Bulletin - Alameda County Dental Society,Bull Alameda Cty Dent Soc,0098-3764,,Bull Alameda Cty Dent Soc,7503327
361,The American journal of pediatric hematology/oncology,Am J Pediatr Hematol Oncol,0192-8562,,Am J Pediatr Hematol Oncol,7908071
362,Alaska medicine,Alaska Med,0002-4538,,Alaska Med,0370457
363,The American Journal of dermatopathology,Am J Dermatopathol,0193-1091,1533-0311,Am J Dermatopathol,7911005
364,The Alaska nurse,Alaska Nurse,0002-4546,,Alaska Nurse,0042336
365,"Alcoholism, clinical and experimental research",Alcohol Clin Exp Res,0145-6008,1530-0277,Alcohol Clin Exp Res,7707242
366,Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie. Albrecht von Graefe's archive for clinical and experimental ophthalmology,Albrecht Von Graefes Arch Klin Exp Ophthalmol,0065-6100,,Albrecht Von Graefes Arch Klin Exp Ophthalmol,0044637
367,Alergia,Alergia,,,Alergia,0140326
368,Alexandria dental journal,Alex Dent J,1110-015X,,Alex Dent J,9426498
369,L' Alimentation et la vie,Aliment Vie,0065-6267,,Aliment Vie,0064233
370,Applied radiology,Appl Radiol,0160-9963,,Appl Radiol,7708167
371,Allergie und Asthma,Allerg Asthma (Leipz),0375-8443,,Allerg Asthma (Leipz),0313664
372,Allergy,Allergy,0105-4538,1398-9995,Allergy,7804028
373,Allergie- und Asthmaforschung,Allerg Asthmaforsch,0516-7132,,Allerg Asthmaforsch,0370461
374,Allergie und Immunologie,Allerg Immunol (Leipz),0323-4398,,Allerg Immunol (Leipz),0314702
375,Allied health and behavioral sciences,Allied Health Behav Sci,0190-0331,,Allied Health Behav Sci,7806480
376,AHME journal,AHME J,0090-7782,,AHME J,0362122
377,AJR. American journal of roentgenology,AJR Am J Roentgenol,0361-803X,1546-3141,AJR Am J Roentgenol,7708173
378,AIA journal. American Institute of Architects,AIA J,0001-1479,,AIA J,9875078
379,AJNR. American journal of neuroradiology,AJNR Am J Neuroradiol,0195-6108,1936-959X,AJNR Am J Neuroradiol,8003708
380,Allergologia et immunopathologia,Allergol Immunopathol (Madr),0301-0546,1578-1267,Allergol Immunopathol (Madr),0370073
381,Alcohol health and research world,Alcohol Health Res World,0090-838X,,Alcohol Health Res World,0365245
382,Alabama medicine,Ala Med,0738-4947,,Ala Med,8310343
383,The Alma mater,Alma Mater (Baltimore),0065-6445,,Alma Mater (Baltimore),14730200R
384,The Alpha omegan,Alpha Omegan,0002-6417,,Alpha Omegan,14730480R
385,Altern und Entwicklung. Aging and development,Altern Entwickl Aging Dev,0084-6252,,Altern Entwickl Aging Dev,1307126
386,The Alumnae magazine,Alumnae Mag,0002-6700,,Alumnae Mag,7706527
387,Alumnae magazine (Columbia University-Presbyterian Hospital School of Nursing Alumnae Association),Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc,0069-634X,,Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc,0042365
388,"Alumni bulletin - School of Dentistry, Indiana University",Alumni Bull Sch Dent Indiana Univ,0073-7119,,Alumni Bull Sch Dent Indiana Univ,7604908
389,Alumni bulletin. University of Michigan. School of Dentistry,Alumni Bull Univ Mich Sch Dent,0887-4387,,Alumni Bull Univ Mich Sch Dent,21430160R
390,Alumni magazine (Columbia University-Presbyterian Hospital School of Nursing Alumni Association),Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc,0898-4093,,Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc,8504267
391,The American behavioral scientist,Am Behav Sci,0002-7642,1552-3381,Am Behav Sci,0055030
392,American annals of the deaf,Am Ann Deaf,0002-726X,,Am Ann Deaf,0414670
393,American archives of rehabilitation therapy,Am Arch Rehabil Ther,0002-7324,,Am Arch Rehabil Ther,0370464
394,American Association of Industrial Nurses journal,Am Assoc Ind Nurses J,0098-6097,,Am Assoc Ind Nurses J,7501070
396,American corrective therapy journal,Am Correct Ther J,0002-8088,,Am Correct Ther J,0135256
397,American family physician,Am Fam Physician,0002-838X,1532-0650,Am Fam Physician,1272646
398,American heart journal,Am Heart J,0002-8703,1097-6744,Am Heart J,0370465
399,American pharmacy,Am Pharm,0160-3450,,Am Pharm,7801164
400,American rehabilitation,Am Rehabil,0362-4048,,Am Rehabil,7610370
401,The American imago; a psychoanalytic journal for the arts and sciences,Am Imago,0065-860X,1085-7931,Am Imago,0370466
402,American journal of art therapy,Am J Art Ther,0007-4764,,Am J Art Ther,0237447
403,American Industrial Hygiene Association journal,Am Ind Hyg Assoc J,0002-8894,,Am Ind Hyg Assoc J,0371160
404,American education,Am Educ,0002-8304,,Am Educ,7703832
405,Annual meeting - American Institute of Oral Biology,Annu Meet Am Inst Oral Biol,0098-6119,,Annu Meet Am Inst Oral Biol,7501078
406,The American journal of anatomy,Am J Anat,0002-9106,,Am J Anat,0376312
407,American journal of botany,Am J Bot,0002-9122,1537-2197,Am J Bot,0370467
408,The American journal of cardiology,Am J Cardiol,0002-9149,1879-1913,Am J Cardiol,0207277
409,The American journal of Chinese medicine,Am J Chin Med (Gard City N Y),0090-2942,,Am J Chin Med (Gard City N Y),0354717
410,The American journal of Chinese medicine,Am J Chin Med,0192-415X,1793-6853,Am J Chin Med,7901431
411,The American journal of clinical hypnosis,Am J Clin Hypn,0002-9157,2160-0562,Am J Clin Hypn,0100626
412,The American journal of clinical nutrition,Am J Clin Nutr,0002-9165,1938-3207,Am J Clin Nutr,0376027
413,American journal of clinical oncology,Am J Clin Oncol,0277-3732,1537-453X,Am J Clin Oncol,8207754
414,American journal of clinical pathology,Am J Clin Pathol,0002-9173,1943-7722,Am J Clin Pathol,0370470
415,American journal of community psychology,Am J Community Psychol,0091-0562,1573-2770,Am J Community Psychol,0364535
416,American journal of orthodontics and dentofacial orthopedics,Am J Orthod Dentofacial Orthop,0889-5406,1097-6752,Am J Orthod Dentofacial Orthop,8610224
417,The American journal of digestive diseases,Am J Dig Dis,0002-9211,,Am J Dig Dis,0404011
418,American journal of economics and sociology,Am J Econ Sociol,0002-9246,,Am J Econ Sociol,14820160R
419,American journal of diseases of children (1960),Am J Dis Child,0002-922X,2374-3018,Am J Dis Child,0370471
420,The American journal of drug and alcohol abuse,Am J Drug Alcohol Abuse,0095-2990,1097-9891,Am J Drug Alcohol Abuse,7502510
421,American journal of epidemiology,Am J Epidemiol,0002-9262,1476-6256,Am J Epidemiol,7910653
422,American journal of hematology,Am J Hematol,0361-8609,1096-8652,Am J Hematol,7610369
423,American journal of kidney diseases,Am J Kidney Dis,0272-6386,1523-6838,Am J Kidney Dis,8110075
424,American journal of health planning,Am J Health Plann,0363-7719,,Am J Health Plann,7701759
425,The American journal of forensic medicine and pathology,Am J Forensic Med Pathol,0195-7910,1533-404X,Am J Forensic Med Pathol,8108948
426,The American journal of gastroenterology,Am J Gastroenterol,0002-9270,1572-0241,Am J Gastroenterol,0421030
427,American journal of hospital pharmacy,Am J Hosp Pharm,0002-9289,,Am J Hosp Pharm,0370474
428,American journal of human genetics,Am J Hum Genet,0002-9297,1537-6605,Am J Hum Genet,0370475
429,American journal of industrial medicine,Am J Ind Med,0271-3586,1097-0274,Am J Ind Med,8101110
430,American journal of law & medicine,Am J Law Med,0098-8588,,Am J Law Med,7509572
431,The American journal of medicine,Am J Med,0002-9343,1555-7162,Am J Med,0267200
432,The American journal of medical electronics,Am J Med Electron,0096-5286,,Am J Med Electron,0061651
433,The American journal of the medical sciences,Am J Med Sci,0002-9629,1538-2990,Am J Med Sci,0370506
434,American journal of medical genetics,Am J Med Genet,0148-7299,1096-8628,Am J Med Genet,7708900
435,The American journal of medical technology,Am J Med Technol,0002-9335,,Am J Med Technol,0370505
436,American journal of mental deficiency,Am J Ment Defic,0002-9351,,Am J Ment Defic,0372647
437,American journal of nephrology,Am J Nephrol,0250-8095,1421-9670,Am J Nephrol,8109361
438,The American journal of nursing,Am J Nurs,0002-936X,1538-7488,Am J Nurs,0372646
439,American journal of obstetrics and gynecology,Am J Obstet Gynecol,0002-9378,1097-6868,Am J Obstet Gynecol,0370476
440,The American journal of occupational therapy,Am J Occup Ther,0272-9490,1943-7676,Am J Occup Ther,7705978
441,American journal of ophthalmology,Am J Ophthalmol,0002-9394,1879-1891,Am J Ophthalmol,0370500
442,American journal of optometry and archives of American Academy of Optometry,Am J Optom Arch Am Acad Optom,0002-9408,2330-9474,Am J Optom Arch Am Acad Optom,0420462
443,American journal of optometry and physiological optics,Am J Optom Physiol Opt,0093-7002,2330-9512,Am J Optom Physiol Opt,0417614
444,American journal of orthodontics,Am J Orthod,0002-9416,,Am J Orthod,0370501
445,The American journal of orthopedic surgery,Am J Orthop Surg,0065-9002,,Am J Orthop Surg,7611912
